ID,strength
722,0.26015350222587585
723,0.27466267347335815
724,0.25998926162719727
725,0.3728601336479187
726,0.38003331422805786
727,0.27097249031066895
728,0.2700235843658447
729,0.2785264551639557
730,0.38024163246154785
731,0.400953471660614
732,0.28452733159065247
733,0.27128201723098755
734,0.31435468792915344
735,0.39837169647216797
736,0.4122801423072815
737,0.19834837317466736
738,0.23724769055843353
739,0.2456495761871338
740,0.32442426681518555
741,0.2787848711013794
742,0.4382835030555725
743,0.5231406092643738
744,0.42281973361968994
745,0.23463556170463562
746,0.2777080237865448
747,0.40011680126190186
748,0.4051206111907959
749,0.41467928886413574
750,0.45046937465667725
751,0.49378901720046997
752,0.5297991633415222
753,0.5561351776123047
754,0.5805640816688538
755,0.5226116180419922
756,0.483442485332489
757,0.5272923707962036
758,0.3111955523490906
759,0.30020856857299805
760,0.3169989287853241
761,0.3803282082080841
762,0.41015106439590454
763,0.4516465663909912
764,0.3781254291534424
765,0.37044036388397217
766,0.3443514406681061
767,0.3418072760105133
768,0.37237703800201416
769,0.41882193088531494
770,0.3153560161590576
771,0.29179319739341736
772,0.2589093744754791
773,0.3854774534702301
774,0.4112197756767273
775,0.30732089281082153
776,0.27776193618774414
777,0.33119142055511475
778,0.3720465898513794
779,0.2539600431919098
780,0.334999144077301
781,0.23784968256950378
782,0.2282331883907318
783,0.3267204761505127
784,0.4043557047843933
785,0.28256523609161377
786,0.2616715729236603
787,0.2661297023296356
788,0.3911513090133667
789,0.27866867184638977
790,0.31085145473480225
791,0.39937764406204224
792,0.41461342573165894
793,0.26096948981285095
794,0.26226767897605896
795,0.39304786920547485
796,0.49058085680007935
797,0.580054521560669
798,0.5254413485527039
799,0.4704170227050781
800,0.5182910561561584
801,0.21618108451366425
802,0.24791288375854492
803,0.3738524913787842
804,0.36668241024017334
805,0.35234904289245605
806,0.46479469537734985
807,0.3835090398788452
808,0.4116990566253662
809,0.21404901146888733
810,0.24791288375854492
811,0.24398455023765564
812,0.24665427207946777
813,0.37078389525413513
814,0.39461666345596313
815,0.3046071529388428
816,0.4395071268081665
817,0.45287197828292847
818,0.47584861516952515
819,0.5165706276893616
820,0.5815858244895935
821,0.5034255385398865
822,0.27314525842666626
823,0.274127721786499
824,0.42290443181991577
825,0.2532701790332794
826,0.42428046464920044
827,0.379814088344574
828,0.5469924211502075
829,0.6285471320152283
830,0.4592021703720093
831,0.7020297646522522
832,0.439998984336853
833,0.3617941737174988
834,0.6301383972167969
835,0.8211672902107239
836,0.42288094758987427
837,0.43756234645843506
838,0.4436376094818115
839,0.5963371992111206
840,0.3441278338432312
841,0.5660615563392639
842,0.47732317447662354
843,0.3628084063529968
844,0.5680443644523621
845,0.5409049391746521
846,0.48482847213745117
847,0.6235365867614746
848,0.5983840227127075
849,0.3981037735939026
850,0.33700618147850037
851,0.3506489396095276
852,0.6317283511161804
853,0.4458213448524475
854,0.4196229577064514
855,0.5828242301940918
856,0.5883224010467529
857,0.48970693349838257
858,0.5490208864212036
859,0.5468025207519531
860,0.3881421685218811
861,0.5115090012550354
862,0.49576354026794434
863,0.3692302703857422
864,0.4553365111351013
865,0.46072691679000854
866,0.4235879182815552
867,0.34996646642684937
868,0.4224597215652466
869,0.5716460943222046
870,0.4649229049682617
871,0.39775073528289795
872,0.3914746046066284
873,0.4107825756072998
874,0.328862726688385
875,0.5058116316795349
876,0.34597110748291016
877,0.30462104082107544
878,0.44083523750305176
879,0.2862197160720825
880,0.5715306997299194
881,0.32130491733551025
882,0.5175020098686218
883,0.38608622550964355
884,0.4113117456436157
885,0.43120789527893066
886,0.44147759675979614
887,0.3786008954048157
888,0.45964735746383667
889,0.32482287287712097
890,0.4684315323829651
891,0.28788018226623535
892,0.3515126705169678
893,0.40708673000335693
894,0.4192250370979309
895,0.5523925423622131
896,0.6222245693206787
897,0.5574123859405518
898,0.4851146340370178
899,0.3508354425430298
900,0.33216291666030884
901,0.33755213022232056
902,0.4556676745414734
903,0.5735383033752441
904,0.2910301685333252
905,0.36292511224746704
906,0.3279660940170288
907,0.5882238149642944
908,0.6641679406166077
909,0.5540566444396973
910,0.29742035269737244
911,0.4657525420188904
912,0.3976386785507202
913,0.5010808706283569
914,0.5098083019256592
915,0.5690346956253052
916,0.6061599850654602
917,0.34727931022644043
918,0.3175286054611206
919,0.30587005615234375
920,0.4167555570602417
921,0.5863725543022156
922,0.34254276752471924
923,0.41960954666137695
924,0.6195790767669678
925,0.4778841733932495
926,0.6126459836959839
927,0.6750722527503967
928,0.6408007740974426
929,0.49233460426330566
930,0.3700144290924072
931,0.6452120542526245
932,0.30987823009490967
933,0.40183085203170776
934,0.5963854193687439
935,0.3581565022468567
936,0.4600461721420288
937,0.32732605934143066
938,0.5050930380821228
939,0.34601157903671265
940,0.31103789806365967
941,0.4313467741012573
942,0.28659746050834656
943,0.5751526355743408
944,0.32056742906570435
945,0.5224590301513672
946,0.3862552046775818
947,0.4105756878852844
948,0.4307510256767273
949,0.44269299507141113
950,0.37986138463020325
951,0.4596005082130432
952,0.32385507225990295
953,0.47041261196136475
954,0.2889637351036072
955,0.3463630676269531
956,0.4003750681877136
957,0.42128825187683105
958,0.5833802223205566
959,0.6360682249069214
960,0.5581602454185486
961,0.48417311906814575
962,0.3567279577255249
963,0.33286434412002563
964,0.3370695114135742
965,0.45483964681625366
966,0.5725621581077576
967,0.2912512719631195
968,0.3633596897125244
969,0.3274497985839844
970,0.5960050821304321
971,0.66461181640625
972,0.5541567802429199
973,0.29781574010849
974,0.4665358066558838
975,0.3965282440185547
976,0.5055407881736755
977,0.5116426348686218
978,0.5687859058380127
979,0.6147805452346802
980,0.34218478202819824
981,0.3179120719432831
982,0.305808961391449
983,0.41623711585998535
984,0.6008937358856201
985,0.3422536849975586
986,0.4083292484283447
987,0.46101927757263184
988,0.7007893919944763
989,0.44115835428237915
990,0.36151957511901855
991,0.6256992816925049
992,0.8225972056388855
993,0.4207335114479065
994,0.4380159378051758
995,0.4464499354362488
996,0.5955349802970886
997,0.34564974904060364
998,0.5660991072654724
999,0.47312116622924805
1000,0.3614942133426666
1001,0.5699340105056763
1002,0.5380418300628662
1003,0.46693098545074463
1004,0.6187660694122314
1005,0.6005529165267944
1006,0.39528340101242065
1007,0.3352387249469757
1008,0.3492981195449829
1009,0.6334864497184753
1010,0.4464864730834961
1011,0.4146493673324585
1012,0.5858091711997986
1013,0.5879563689231873
1014,0.48903876543045044
1015,0.5612996816635132
1016,0.5513702034950256
1017,0.38532865047454834
1018,0.5107653141021729
1019,0.49468815326690674
1020,0.3709898293018341
1021,0.45555341243743896
1022,0.4644756317138672
1023,0.42528313398361206
1024,0.3511725664138794
1025,0.42078518867492676
1026,0.5716218948364258
1027,0.46507275104522705
1028,0.40428000688552856
1029,0.39448344707489014
1030,0.4055097699165344
