ID,Cement,Blasr,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,strength
,0.7509809256,0.9976961089,0.9075761918,0.3780105255,0.675223475,0.5221008254,0.4596093584,0.5584555279,5.249652938
,0.4505556762,0.3603011714,0.1943463044,0.1587176163,0.9956795987,0.1658699098,0.3552333036,0.2945764448,2.975280025
,0.4969355347,0.9005889473,0.9874899105,0.416966099,0.3006035051,0.7147329307,0.7773374309,0.7243096981,5.318964056
,0.8802930242,0.2227107837,0.0690991471,0.9815271728,0.5076039317,0.5015017144,0.8846509041,0.04300029458,4.090386973
,0.141309271,0.4504127119,0.864533784,0.6056486597,0.5626784868,0.1152151981,0.2799296521,0.811288222,3.831015986
,0.8480363714,0.7447582088,0.09380154952,0.8731070034,0.114378594,0.5444433915,0.1598523394,0.988007747,4.366385205
,0.09984271198,0.3184876535,0.03955680705,0.4147305026,0.5480586496,0.4516869893,0.5903739999,0.7470827603,3.209820074
,0.5538802785,0.9714348772,0.4323478092,0.09226855438,0.9977256461,0.7520375515,0.6356560277,0.07622171415,4.511572459
,0.946730278,0.2759072216,0.4882686959,0.3410135565,0.4331446846,0.7500039145,0.0007292205826,0.473817844,3.709615416
,0.3338830296,0.7909350621,0.884172509,0.1125813787,0.1698575212,0.3384114991,0.09804596626,0.3104615169,3.038348483
,0.5197088148,0.9342973971,0.7056016065,0.1092567924,0.3997696521,0.01328058974,0.6980777377,0.6714703292,4.05146292
,0.40057556,0.3912293326,0.6525914873,0.2513100574,0.5899626417,0.7085897958,0.5741143378,0.7468437745,4.315216987
,0.1937697372,0.1887182792,0.03850444663,0.5686910642,0.8473877594,0.7048311795,0.8014211872,0.08504833693,3.42837199
,0.7748768101,0.814294342,0.3670492616,0.9585070581,0.5970971729,0.1152629709,0.6209104009,0.277039463,4.525037479
,0.5962773942,0.008222039081,0.5226431972,0.4996902918,0.17166916,0.7037663906,0.02748265741,0.8869265299,3.41667766
,0.9094152747,0.1079987484,0.8592724968,0.2662620286,0.1594831761,0.03821265851,0.4931955228,0.6956872403,3.529527146
,0.2634938274,0.0740669064,0.7230076999,0.8305988007,0.6095014103,0.233246597,0.4854147484,0.5743374797,3.79366747
,0.5032567421,0.5756454996,0.193329927,0.8981074001,0.4402129595,0.786392869,0.690104706,0.5529630443,4.640013148
,0.7385096026,0.7655876573,0.07842452886,0.7647149887,0.6503967533,0.2613913123,0.1004142016,0.902019431,4.261458476
,0.008038346404,0.6231702952,0.4495982759,0.5385800976,0.1793596637,0.8226675222,0.380714093,0.2923059127,3.294434207
,0.6105810044,0.99372212,0.2499762087,0.3174312983,0.5143058962,0.8748448376,0.1662425872,0.3500202309,4.077124183
,0.3255088541,0.7039963387,0.7626347069,0.7629395,0.3924940746,0.3112042493,0.208514934,0.1733000616,3.640592719
,0.9958733939,0.3821941076,0.9733266511,0.7635302035,0.1958380323,0.1249981525,0.5266533237,0.6266575657,4.58907143
,0.1964752059,0.861545311,0.112955301,0.1270418356,0.8856077908,0.3875244714,0.9747936385,0.4797132449,4.025656799
,0.9596109582,0.2963525172,0.9149528183,0.4946367406,0.574886939,0.8468671899,0.8857249039,0.7066353634,5.67966743
,0.7811552165,0.3694046498,0.3727198997,0.9173705888,0.08644249903,0.6512096871,0.7009181699,0.5126912532,4.391911964
,0.3796325197,0.2196666182,0.03228272488,0.7868270679,0.09366360428,0.950627131,0.7471004683,0.9043165471,4.114116681
,0.9309367841,0.9691509599,0.1053232303,0.06122335717,0.6922255889,0.3812639916,0.5695307323,0.8691088577,4.578763502
,0.7513537667,0.9778778048,0.9377395466,0.9783934061,0.5001348686,0.6858031734,0.4821334506,0.4821519699,5.795587987
,0.6515430188,0.2058297596,0.6188920823,0.6970547343,0.6338120395,0.9741328803,0.2446465629,0.5050768042,4.530987882
,0.4341355882,0.3108073138,0.7666921573,0.5577651561,0.1578683128,0.3781174082,0.02693968975,0.294265582,2.926591208
,0.2576037768,0.3610915819,0.7736889905,0.9049757478,0.8562324374,0.104378328,0.07065910529,0.08460514752,3.413235115
,0.8390588602,0.2918203922,0.04931168358,0.6615862933,0.4222836678,0.1389920371,0.7083555995,0.9651959715,4.076604505
,0.7186335605,0.4839840386,0.04342202811,0.09740929266,0.4156474595,0.1080101076,0.6502514072,0.1134229045,2.630780799
,0.05810514207,0.09494674287,0.08633462104,0.4829490147,0.5833100978,0.04770872712,0.6988027148,0.1037940341,2.155951095
,0.6964154515,0.01940046345,0.3304607789,0.5699018224,0.3927082639,0.08847326614,0.3012136767,0.3579538091,2.756527532
,0.4347441081,0.6096569876,0.3287318647,0.08978363104,0.874450065,0.3062243658,0.600058415,0.05227685315,3.29592629
,0.7737914249,0.5341845472,0.03495883714,0.7120914972,0.1223235398,0.2452919437,0.8921672108,0.04944841526,3.364257416
,0.5759267246,0.4032955877,0.2612841814,0.1534047128,0.04824917236,0.8666429241,0.6559329791,0.67043802,3.635174302
,0.3748588898,0.04089134362,0.8778821579,0.3788324407,0.239832435,0.9253694991,0.5571945575,0.3732724068,3.76813373
,0.3054849989,0.5311700196,0.2900639987,0.0872134964,0.01817254222,0.03134365997,0.09385274372,0.6550140165,2.012315476
,0.8765734626,0.419204506,0.97794404,0.9214751411,0.04358403857,0.8969446952,0.789375753,0.743351255,5.668452892
,0.05893792049,0.6942960357,0.1338232188,0.09555646882,0.06688709939,0.5257655188,0.09534974172,0.8942069491,2.564822953
,0.4117580103,0.4350098494,0.6824460787,0.3793033184,0.6739229046,0.3462043403,0.4132311928,0.361770949,3.703646643
,0.2197035267,0.2447993748,0.2192875273,0.6327403324,0.1209504498,0.5438478155,0.8954572645,0.3573634781,3.234149769
,0.863517898,0.8571249497,0.6520255865,0.3311269358,0.6085808933,0.09655200375,0.9360701768,0.5635351481,4.908533592
,0.8967174298,0.5389734968,0.5803566829,0.772203088,0.591905767,0.2661272027,0.5110120548,0.01981008349,4.177105805
,0.5510625949,0.1716852477,0.6993090436,0.9070314243,0.9744753058,0.5505331876,0.7782463872,0.4464784521,5.078821643
,0.6434573782,0.1379938421,0.761211331,0.9858415137,0.2837830366,0.3504907858,0.597862467,0.3228444229,4.083484777
,0.1069333504,0.3941861897,0.8814719719,0.4602832301,0.1759131581,0.8544164535,0.882318964,0.2863360485,4.041859366
,0.6183741901,0.3562880712,0.2233259478,0.8334946868,0.8670065319,0.8955855404,0.9369829304,0.6688831296,5.399941028
,0.04563736381,0.4791818434,0.3467050323,0.3993916049,0.3392019126,0.7854311397,0.2011203654,0.2369694779,2.83363874
,0.6867289304,0.6575627385,0.7563878913,0.06258396133,0.418708543,0.3768840837,0.0494948276,0.4517656871,3.460116663
,0.5236879183,0.8276395052,0.4345862328,0.6803265255,0.0736661988,0.861661033,0.5647300941,0.815748776,4.782046284
,0.9638363243,0.3984861406,0.3931230587,0.617909108,0.5294492774,0.05540643623,0.4405933471,0.1222147454,3.521018438
,0.7910510693,0.3919507089,0.5303596422,0.4588931237,0.04907087382,0.1745945417,0.4263548949,0.6740907194,3.496365574
,0.2997143565,0.4200274201,0.3280273085,0.06160064133,0.4763431933,0.3590983315,0.9723808706,0.7884524229,3.705644545
,0.8339982671,0.8785985536,0.1731200814,0.4032620238,0.8894505629,0.4443308387,0.9871150723,0.153153537,4.763028937
,0.2051402699,0.9864519774,0.3400046687,0.9032285628,0.962591385,0.7368656344,0.8656063201,0.8519731551,5.851861973
,0.7093655182,0.5484810898,0.9179041861,0.166656263,0.8833450631,0.7974425496,0.1997372192,0.124687576,4.347619465
,0.7191126457,0.5719729304,0.2189113377,0.3400671568,0.923420341,0.4852649053,0.8303110984,0.1784725738,4.267532989
,0.07021863125,0.1148910695,0.4516878637,0.5201941946,0.01044128642,0.7674944706,0.1511529763,0.6170425385,2.703123031
,0.7177198385,0.9950591941,0.6960061892,0.9075161878,0.8984269338,0.04785043113,0.8253809452,0.3039327084,5.391892428
,0.3829247026,0.2391520228,0.4632896753,0.6458888407,0.7846213049,0.01821866835,0.3240042329,0.7263306721,3.58443012
,0.1644146865,0.4003994444,0.3783075027,0.5396782991,0.4703295285,0.2871773873,0.9470042231,0.1758634876,3.363174559
,0.33562994,0.1239103566,0.7671807606,0.08980334566,0.4134167415,0.289345743,0.2370545067,0.3127464865,2.569087881
,0.8016953083,0.5885224495,0.186855779,0.54009259,0.2701256356,0.2294611973,0.946036476,0.9297003833,4.492489819
,0.9381437112,0.7040839571,0.1812008962,0.8753627904,0.7738693366,0.06509238351,0.964506512,0.9820424542,5.484302041
,0.7841923686,0.1930738798,0.7988831103,0.9626246172,0.04865547535,0.7818932476,0.8742711199,0.2003584439,4.643952263
,0.8132288116,0.9354668598,0.6581807692,0.2768221821,0.7047978314,0.4653051616,0.03422611583,0.8521612072,4.740188939
,0.753162401,0.2057489058,0.5938884714,0.9025124262,0.314571996,0.9226128449,0.3596164355,0.4689424417,4.521055922
,0.1792979716,0.6809902455,0.1714705637,0.7528907446,0.1154709822,0.8592606321,0.2048723773,0.6050237474,3.569277264
,0.8523875694,0.3488815418,0.6036194161,0.1975690064,0.03871717577,0.8633352896,0.0101789023,0.9446133038,3.859302205
,0.02451671634,0.6946397253,0.8543747468,0.5405123847,0.4106869951,0.7021215232,0.6219340058,0.3234741682,4.172260265
,0.185481442,0.7956898079,0.9659601416,0.03954094081,0.9249043173,0.6846364312,0.447252596,0.4816108809,4.525076558
,0.9723122432,0.2030287295,0.8934932119,0.4088025481,0.7322590772,0.09404939699,0.8526719315,0.6133803151,4.769997454
,0.2146012635,0.7381775334,0.3827255267,0.9956232405,0.7471069986,0.9438932641,0.4672150313,0.03143292595,4.520775784
,0.3382889038,0.5846283491,0.6759685188,0.07314114711,0.5169072599,0.5619734297,0.2999682203,0.5108910472,3.561766876
,0.6005663145,0.3026920821,0.08136168619,0.9401305375,0.2530537926,0.7558808418,0.8323290832,0.1301701562,3.896184494
,0.8785496291,0.6466532815,0.6906394596,0.7694218784,0.8705566202,0.5640153641,0.4950811456,0.6748494075,5.589766786
,0.9843825906,0.313138482,0.7805526036,0.396324493,0.1342297174,0.8460254861,0.1904513388,0.9209978688,4.56610258
,0.7294236326,0.9996040194,0.6831009159,0.4884577461,0.259041388,0.2165709249,0.7693066798,0.3643623349,4.509867642
,0.2101736421,0.4018498631,0.1597330421,0.7883973693,0.5622835304,0.0763141785,0.6236464533,0.2118235349,3.034221614
,0.03860066572,0.0294654274,0.5646698929,0.3705427664,0.01521582392,0.7440473008,0.8045459629,0.7015263592,3.268614199
,0.4895178686,0.9681139722,0.3325078316,0.1036119814,0.7918415586,0.9438602778,0.3257080997,0.06809084317,4.023252433
,0.7876710609,0.9675613835,0.5752578592,0.7601701162,0.1624708179,0.1512570013,0.5627792956,0.7193098227,4.686477357
,0.007191780394,0.4843560854,0.8239771951,0.4645978577,0.3297276417,0.5521254197,0.9085857447,0.4407398414,4.011301566
,0.306072446,0.5580658373,0.2001492641,0.4209061947,0.05465718524,0.6184678098,0.09444624356,0.6945911301,2.947356111
,0.4683197586,0.6499781162,0.5519685262,0.1118035258,0.1705893131,0.5547976676,0.8377180923,0.3293233926,3.674498393
,0.9764424239,0.823170023,0.3406863898,0.4104213828,0.3324148322,0.119109185,0.7257319978,0.2663532717,3.994329506
,0.08692987257,0.892854018,0.3121742955,0.2961052761,0.5989303318,0.5723259653,0.4962724882,0.9802799087,4.235872156
,0.6313776274,0.4259059399,0.2388604412,0.1156766106,0.695908484,0.7601347448,0.1247599659,0.8390348209,3.831658635
,0.5159161506,0.7184812619,0.2671962138,0.5815720065,0.05754934797,0.5811108251,0.3782906631,0.6203623237,3.720478793
,0.1415990359,0.130626077,0.6558087765,0.9482664739,0.993969507,0.3450410939,0.7466907376,0.7710368335,4.733038535
,0.2184069233,0.4067888478,0.9394957187,0.05838633543,0.5823849201,0.7753511997,0.9107408255,0.225223226,4.116777997
,0.6955234586,0.8611394356,0.8042185547,0.1999185021,0.129643935,0.6595428529,0.1577271781,0.8483863406,4.356100258
,0.7805394558,0.5566013469,0.2082506423,0.9659220495,0.303766695,0.401547708,0.4044758095,0.8231563637,4.444260071
,0.2702414004,0.8565037503,0.5346365232,0.5581486311,0.2821469175,0.9799039712,0.738025731,0.5435557571,4.763162682
